6.279051952931358205e-02 6.059010326862335205e-02 5.851313099265098572e-02 5.649365857243537903e-02 5.482378602027893066e-02 5.314746499061584473e-02 5.160791054368019104e-02 5.015250295400619507e-02 4.887140914797782898e-02 4.758661985397338867e-02 4.640713706612586975e-02 4.524344205856323242e-02 4.417017847299575806e-02 4.309506714344024658e-02 4.210232943296432495e-02 4.115797579288482666e-02 4.026566445827484131e-02 3.941220417618751526e-02 3.859130293130874634e-02 3.779760748147964478e-02 3.700934350490570068e-02 3.627602010965347290e-02 3.564056754112243652e-02 3.494899719953536987e-02 3.431347012519836426e-02 3.365514427423477173e-02 3.305680304765701294e-02 3.249539434909820557e-02 3.194493055343627930e-02 3.143075481057167053e-02 3.091877326369285583e-02 3.040016070008277893e-02 2.991648390889167786e-02 2.950477972626686096e-02 2.902365848422050476e-02 2.856791019439697266e-02 2.820654213428497314e-02 2.778796106576919556e-02 2.734474092721939087e-02 2.694734185934066772e-02 2.658869698643684387e-02 2.622951194643974304e-02 2.588129416108131409e-02 2.550756186246871948e-02 2.514194697141647339e-02 2.487398311495780945e-02 2.451290935277938843e-02 2.423722669482231140e-02 2.394182235002517700e-02 2.360195666551589966e-02 2.336303517222404480e-02 2.305963262915611267e-02 2.278708666563034058e-02 2.255431935191154480e-02 2.225853875279426575e-02 2.206233888864517212e-02 2.175018191337585449e-02 2.152887359261512756e-02 2.125724405050277710e-02 2.102728188037872314e-02 2.082879096269607544e-02 2.056912705302238464e-02 2.034724876284599304e-02 2.010605111718177795e-02 1.993051916360855103e-02 1.975578069686889648e-02 1.950678229331970215e-02 1.933284103870391846e-02 1.910818740725517273e-02 1.896444708108901978e-02 1.874892041087150574e-02 1.858044043183326721e-02 1.839068159461021423e-02 1.821457967162132263e-02 1.802432909607887268e-02 1.787196472287178040e-02 1.770556345582008362e-02 1.752360537648200989e-02 1.736275479197502136e-02 1.723274588584899902e-02 1.703923940658569336e-02 1.687780022621154785e-02 1.678817346692085266e-02 1.661574840545654297e-02 1.644260436296463013e-02 1.631349325180053711e-02 1.618045568466186523e-02 1.603496447205543518e-02 1.592966541647911072e-02 1.577809825539588928e-02 1.565382257103919983e-02 1.548935100436210632e-02 1.537017151713371277e-02 1.530317589640617371e-02 1.508130133152008057e-02 1.499680802226066589e-02 1.492032781243324280e-02 1.475378870964050293e-02 1.469256728887557983e-02 1.450420916080474854e-02 1.452197507023811340e-02
1.253332335643045359e-01 1.209895685315132141e-01 1.168828085064888000e-01 1.129508167505264282e-01 1.096244007349014282e-01 1.063154488801956177e-01 1.032712459564208984e-01 1.003812476992607117e-01 9.773220121860504150e-02 9.519468247890472412e-02 9.281522035598754883e-02 9.049333631992340088e-02 8.832526206970214844e-02 8.623770624399185181e-02 8.425531536340713501e-02 8.237500488758087158e-02 8.060286939144134521e-02 7.888986170291900635e-02 7.724937796592712402e-02 7.565645873546600342e-02 7.409901916980743408e-02 7.262363284826278687e-02 7.132549583911895752e-02 6.993749737739562988e-02 6.865958869457244873e-02 6.737025082111358643e-02 6.615588068962097168e-02 6.504417210817337036e-02 6.394260376691818237e-02 6.291538476943969727e-02 6.188955903053283691e-02 6.085965782403945923e-02 5.988415330648422241e-02 5.906195193529129028e-02 5.809113383293151855e-02 5.718111246824264526e-02 5.645444244146347046e-02 5.562444031238555908e-02 5.474402010440826416e-02 5.395090579986572266e-02 5.323412269353866577e-02 5.251635611057281494e-02 5.181442946195602417e-02 5.107568204402923584e-02 5.035810172557830811e-02 4.980710148811340332e-02 4.909579455852508545e-02 4.852273315191268921e-02 4.794151335954666138e-02 4.726607352495193481e-02 4.676379263401031494e-02 4.616615176200866699e-02 4.562555253505706787e-02 4.514788091182708740e-02 4.455512017011642456e-02 4.415274411439895630e-02 4.354445636272430420e-02 4.309429973363876343e-02 4.255139082670211792e-02 4.209589958190917969e-02 4.169366508722305298e-02 4.118161648511886597e-02 4.073660820722579956e-02 4.025211930274963379e-02 3.989422321319580078e-02 3.953838348388671875e-02 3.904902189970016479e-02 3.869475424289703369e-02 3.824644535779953003e-02 3.795967251062393188e-02 3.753339499235153198e-02 3.719414770603179932e-02 3.682052344083786011e-02 3.646285086870193481e-02 3.608611226081848145e-02 3.578152507543563843e-02 3.544848412275314331e-02 3.508650511503219604e-02 3.476673364639282227e-02 3.449979424476623535e-02 3.412365913391113281e-02 3.380756080150604248e-02 3.360634297132492065e-02 3.327203541994094849e-02 3.293608874082565308e-02 3.267155587673187256e-02 3.240787237882614136e-02 3.211140632629394531e-02 3.189388662576675415e-02 3.159292042255401611e-02 3.134453296661376953e-02 3.102333098649978638e-02 3.077896684408187866e-02 3.063098341226577759e-02 3.020703047513961792e-02 3.003568947315216064e-02 2.987488359212875366e-02 2.954839915037155151e-02 2.940886467695236206e-02 2.905053645372390747e-02 2.906857430934906006e-02
1.873813145857250173e-01 1.809573918581008911e-01 1.748872250318527222e-01 1.691594719886779785e-01 1.641758680343627930e-01 1.592586785554885864e-01 1.547266542911529541e-01 1.504162847995758057e-01 1.463428139686584473e-01 1.425806879997253418e-01 1.390063166618347168e-01 1.355423480272293091e-01 1.322842091321945190e-01 1.292137205600738525e-01 1.262542158365249634e-01 1.234469935297966003e-01 1.207965388894081116e-01 1.182367056608200073e-01 1.157752871513366699e-01 1.133938208222389221e-01 1.110910698771476746e-01 1.088806614279747009e-01 1.068976446986198425e-01 1.048254147171974182e-01 1.029182150959968567e-01 1.010272353887557983e-01 9.920532256364822388e-02 9.754718095064163208e-02 9.589524567127227783e-02 9.435037523508071899e-02 9.280971437692642212e-02 9.127219766378402710e-02 8.981077373027801514e-02 8.856526762247085571e-02 8.711288869380950928e-02 8.574917912483215332e-02 8.464168012142181396e-02 8.340118080377578735e-02 8.209615200757980347e-02 8.091127127408981323e-02 7.983400672674179077e-02 7.875701040029525757e-02 7.769680023193359375e-02 7.660498470067977905e-02 7.554720342159271240e-02 7.469484955072402954e-02 7.364790886640548706e-02 7.275751233100891113e-02 7.189279049634933472e-02 7.089079171419143677e-02 7.010739296674728394e-02 6.922610849142074585e-02 6.841935962438583374e-02 6.768579781055450439e-02 6.680110841989517212e-02 6.618455052375793457e-02 6.530041992664337158e-02 6.461645662784576416e-02 6.380769610404968262e-02 6.312806159257888794e-02 6.251544505357742310e-02 6.176468729972839355e-02 6.109973788261413574e-02 6.037536263465881348e-02 5.982735753059387207e-02 5.928453803062438965e-02 5.856728553771972656e-02 5.803023278713226318e-02 5.735662579536437988e-02 5.693030357360839844e-02 5.629523098468780518e-02 5.578534305095672607e-02 5.523550510406494141e-02 5.469302833080291748e-02 5.413816869258880615e-02 5.367986857891082764e-02 5.318287014961242676e-02 5.264109373092651367e-02 5.216555297374725342e-02 5.175541341304779053e-02 5.120925605297088623e-02 5.074664950370788574e-02 5.041067302227020264e-02 4.992805421352386475e-02 4.943969845771789551e-02 4.903402924537658691e-02 4.864223301410675049e-02 4.819111526012420654e-02 4.785515367984771729e-02 4.740960896015167236e-02 4.703764617443084717e-02 4.657013714313507080e-02 4.619602859020233154e-02 4.595473408699035645e-02 4.534941911697387695e-02 4.508967697620391846e-02 4.483585059642791748e-02 4.435887932777404785e-02 4.412271082401275635e-02 4.361496865749359131e-02 4.361569881439208984e-02
2.486898871648548226e-01 2.402596175670623779e-01 2.323196977376937866e-01 2.249075621366500854e-01 2.182633280754089355e-01 2.117561399936676025e-01 2.057570070028305054e-01 2.000497430562973022e-01 1.945863962173461914e-01 1.896161735057830811e-01 1.848784536123275757e-01 1.802982389926910400e-01 1.759806573390960693e-01 1.719234734773635864e-01 1.680133640766143799e-01 1.642902493476867676e-01 1.607600152492523193e-01 1.573844999074935913e-01 1.541052162647247314e-01 1.509597003459930420e-01 1.479360610246658325e-01 1.450124382972717285e-01 1.423320472240447998e-01 1.396005302667617798e-01 1.370841562747955322e-01 1.346070468425750732e-01 1.322000324726104736e-01 1.299945116043090820e-01 1.277921646833419800e-01 1.257202029228210449e-01 1.236663460731506348e-01 1.216188669204711914e-01 1.196894049644470215e-01 1.180000603199005127e-01 1.160821020603179932e-01 1.142661720514297485e-01 1.127561330795288086e-01 1.111028194427490234e-01 1.093885302543640137e-01 1.078189462423324585e-01 1.063754409551620483e-01 1.049390137195587158e-01 1.035185903310775757e-01 1.020857840776443481e-01 1.006948202848434448e-01 9.952519834041595459e-02 9.815859794616699219e-02 9.693619608879089355e-02 9.578345715999603271e-02 9.446632862091064453e-02 9.338949620723724365e-02 9.223516285419464111e-02 9.116131067276000977e-02 9.016312658786773682e-02 8.899517357349395752e-02 8.815556764602661133e-02 8.701486885547637939e-02 8.609539270401000977e-02 8.502908051013946533e-02 8.412146568298339844e-02 8.329112827777862549e-02 8.231642842292785645e-02 8.143763244152069092e-02 8.047984540462493896e-02 7.973375916481018066e-02 7.899610698223114014e-02 7.806470990180969238e-02 7.734483480453491211e-02 7.644106447696685791e-02 7.587982714176177979e-02 7.503487169742584229e-02 7.435552775859832764e-02 7.363691926002502441e-02 7.290808856487274170e-02 7.218462228775024414e-02 7.156935334205627441e-02 7.091262936592102051e-02 7.018892467021942139e-02 6.956107914447784424e-02 6.900265812873840332e-02 6.829799711704254150e-02 6.769673526287078857e-02 6.720380485057830811e-02 6.658679246902465820e-02 6.595475971698760986e-02 6.540301442146301270e-02 6.488507986068725586e-02 6.427706778049468994e-02 6.381693482398986816e-02 6.323277950286865234e-02 6.273713707923889160e-02 6.213460862636566162e-02 6.162723898887634277e-02 6.128191947937011719e-02 6.051446497440338135e-02 6.016497313976287842e-02 5.980925261974334717e-02 5.919241905212402344e-02 5.884073674678802490e-02 5.820429325103759766e-02 5.817100405693054199e-02
3.090169943749475068e-01 2.986755669116973877e-01 2.889884412288665771e-01 2.799803912639617920e-01 2.716912329196929932e-01 2.636354267597198486e-01 2.562222480773925781e-01 2.491663992404937744e-01 2.424307912588119507e-01 2.362614572048187256e-01 2.304021716117858887e-01 2.247374951839447021e-01 2.193993777036666870e-01 2.143447399139404297e-01 2.095199376344680786e-01 2.048952728509902954e-01 2.004907727241516113e-01 1.963351666927337646e-01 1.922496557235717773e-01 1.883681714534759521e-01 1.846435666084289551e-01 1.810333430767059326e-01 1.776532530784606934e-01 1.742904335260391235e-01 1.711789220571517944e-01 1.681156903505325317e-01 1.651452034711837769e-01 1.623904109001159668e-01 1.596397310495376587e-01 1.570325046777725220e-01 1.544713526964187622e-01 1.519102007150650024e-01 1.495343595743179321e-01 1.473818570375442505e-01 1.450155377388000488e-01 1.427524089813232422e-01 1.408195346593856812e-01 1.387524157762527466e-01 1.366437673568725586e-01 1.346991956233978271e-01 1.328818202018737793e-01 1.310884058475494385e-01 1.293093115091323853e-01 1.275454908609390259e-01 1.258234530687332153e-01 1.243271082639694214e-01 1.226564198732376099e-01 1.210943311452865601e-01 1.196458935737609863e-01 1.180252134799957275e-01 1.166462451219558716e-01 1.152287870645523071e-01 1.138852238655090332e-01 1.126167923212051392e-01 1.111753582954406738e-01 1.101019978523254395e-01 1.087195277214050293e-01 1.075663417577743530e-01 1.062513887882232666e-01 1.051076352596282959e-01 1.040529161691665649e-01 1.028664410114288330e-01 1.017814427614212036e-01 1.005976051092147827e-01 9.964604675769805908e-02 9.870396554470062256e-02 9.757158160209655762e-02 9.666977822780609131e-02 9.552882611751556396e-02 9.483744204044342041e-02 9.377939999103546143e-02 9.293186664581298828e-02 9.205059707164764404e-02 9.113521873950958252e-02 9.025166928768157959e-02 8.947484195232391357e-02 8.866314589977264404e-02 8.775347471237182617e-02 8.697642385959625244e-02 8.626665174961090088e-02 8.541230857372283936e-02 8.467884361743927002e-02 8.400961756706237793e-02 8.327080309391021729e-02 8.250139653682708740e-02 8.179965615272521973e-02 8.115667104721069336e-02 8.039073646068572998e-02 7.980141043663024902e-02 7.908463478088378906e-02 7.846401631832122803e-02 7.773706316947937012e-02 7.709392905235290527e-02 7.663552463054656982e-02 7.572196424007415771e-02 7.528176903724670410e-02 7.481549680233001709e-02 7.406915724277496338e-02 7.358407974243164062e-02 7.283808290958404541e-02 7.275596261024475098e-02
3.681245526846781413e-01 3.560006618499755859e-01 3.447031974792480469e-01 3.341625630855560303e-01 3.242899179458618164e-01 3.147794008255004883e-01 3.060429990291595459e-01 2.977131605148315430e-01 2.898283302783966064e-01 2.824800312519073486e-01 2.755389213562011719e-01 2.688267827033996582e-01 2.625001668930053711e-01 2.564593255519866943e-01 2.507567703723907471e-01 2.452503144741058350e-01 2.399898022413253784e-01 2.350799292325973511e-01 2.302087098360061646e-01 2.256149500608444214e-01 2.212032079696655273e-01 2.169282734394073486e-01 2.128548473119735718e-01 2.088846862316131592e-01 2.051831781864166260e-01 2.015281319618225098e-01 1.980083137750625610e-01 1.947034150362014771e-01 1.914133876562118530e-01 1.882703602313995361e-01 1.852121502161026001e-01 1.821393817663192749e-01 1.793343871831893921e-01 1.767066121101379395e-01 1.739079654216766357e-01 1.712082773447036743e-01 1.688397675752639771e-01 1.663619428873062134e-01 1.638719737529754639e-01 1.615636944770812988e-01 1.593652814626693726e-01 1.572213619947433472e-01 1.550881862640380859e-01 1.530010700225830078e-01 1.509465426206588745e-01 1.491218358278274536e-01 1.471607089042663574e-01 1.452587097883224487e-01 1.435083299875259399e-01 1.415934562683105469e-01 1.399067789316177368e-01 1.382352262735366821e-01 1.366199404001235962e-01 1.350794136524200439e-01 1.333735436201095581e-01 1.320557594299316406e-01 1.304408609867095947e-01 1.290580481290817261e-01 1.275031417608261108e-01 1.261133551597595215e-01 1.248296052217483521e-01 1.234393864870071411e-01 1.221566647291183472e-01 1.207538098096847534e-01 1.195911616086959839e-01 1.184348165988922119e-01 1.171129643917083740e-01 1.160305440425872803e-01 1.146448850631713867e-01 1.138280034065246582e-01 1.125526726245880127e-01 1.115387380123138428e-01 1.104989945888519287e-01 1.093982756137847900e-01 1.083607077598571777e-01 1.074173152446746826e-01 1.064554750919342041e-01 1.053551435470581055e-01 1.044312417507171631e-01 1.035697162151336670e-01 1.025714278221130371e-01 1.017102897167205811e-01 1.008498072624206543e-01 9.999927878379821777e-02 9.909632802009582520e-02 9.824240207672119141e-02 9.747451543807983398e-02 9.655100107192993164e-02 9.582799673080444336e-02 9.498387575149536133e-02 9.423619508743286133e-02 9.339407086372375488e-02 9.261348843574523926e-02 9.203460812568664551e-02 9.098711609840393066e-02 9.045547246932983398e-02 8.987131714820861816e-02 8.900460600852966309e-02 8.837056159973144531e-02 8.753153681755065918e-02 8.738848567008972168e-02
4.257792915650728816e-01 4.120478928089141846e-01 3.992643058300018311e-01 3.872554004192352295e-01 3.759247362613677979e-01 3.651028871536254883e-01 3.551447391510009766e-01 3.456293046474456787e-01 3.366663753986358643e-01 3.281847238540649414e-01 3.202014267444610596e-01 3.124864101409912109e-01 3.051960468292236328e-01 2.982104122638702393e-01 2.916633486747741699e-01 2.853018343448638916e-01 2.792156338691711426e-01 2.735643386840820312e-01 2.679346203804016113e-01 2.626469731330871582e-01 2.575574815273284912e-01 2.526324689388275146e-01 2.478801757097244263e-01 2.433211356401443481e-01 2.390312552452087402e-01 2.347844392061233521e-01 2.307233661413192749e-01 2.268688678741455078e-01 2.230573296546936035e-01 2.193882316350936890e-01 2.158450782299041748e-01 2.122730612754821777e-01 2.090470343828201294e-01 2.059404253959655762e-01 2.027252763509750366e-01 1.996044665575027466e-01 1.967967748641967773e-01 1.939156949520111084e-01 1.910556554794311523e-01 1.883948147296905518e-01 1.858108788728713989e-01 1.833266764879226685e-01 1.808454245328903198e-01 1.784411370754241943e-01 1.760521382093429565e-01 1.739027798175811768e-01 1.716628372669219971e-01 1.694267392158508301e-01 1.673723459243774414e-01 1.651702225208282471e-01 1.631734371185302734e-01 1.612558066844940186e-01 1.593689024448394775e-01 1.575575768947601318e-01 1.555955708026885986e-01 1.540245711803436279e-01 1.521825194358825684e-01 1.505752205848693848e-01 1.487884521484375000e-01 1.471444964408874512e-01 1.456291377544403076e-01 1.440401375293731689e-01 1.425681710243225098e-01 1.409524977207183838e-01 1.395754218101501465e-01 1.381971836090087891e-01 1.366952657699584961e-01 1.354338228702545166e-01 1.337972581386566162e-01 1.328593194484710693e-01 1.313626170158386230e-01 1.301850676536560059e-01 1.289891004562377930e-01 1.277054548263549805e-01 1.265176832675933838e-01 1.254031062126159668e-01 1.242952942848205566e-01 1.230003535747528076e-01 1.219314932823181152e-01 1.209204196929931641e-01 1.197810471057891846e-01 1.187950372695922852e-01 1.177333295345306396e-01 1.167786717414855957e-01 1.157445609569549561e-01 1.147376894950866699e-01 1.138446629047393799e-01 1.127652227878570557e-01 1.119046509265899658e-01 1.109378039836883545e-01 1.100601851940155029e-01 1.091104745864868164e-01 1.081916689872741699e-01 1.074869930744171143e-01 1.063141524791717529e-01 1.056905090808868408e-01 1.049822270870208740e-01 1.040034592151641846e-01 1.032076776027679443e-01 1.022896766662597656e-01 1.020763218402862549e-01
4.817536741017156010e-01 4.666256010532379150e-01 4.524644911289215088e-01 4.390931427478790283e-01 4.264847934246063232e-01 4.145028889179229736e-01 4.034081399440765381e-01 3.927978873252868652e-01 3.827872872352600098e-01 3.732417523860931396e-01 3.642641603946685791e-01 3.556000590324401855e-01 3.473728299140930176e-01 3.395026922225952148e-01 3.321418166160583496e-01 3.249597549438476562e-01 3.180859386920928955e-01 3.116994500160217285e-01 3.053428530693054199e-01 2.993783950805664062e-01 2.936187982559204102e-01 2.880545854568481445e-01 2.826455831527709961e-01 2.775120139122009277e-01 2.726390361785888672e-01 2.678114473819732666e-01 2.632161378860473633e-01 2.588137388229370117e-01 2.545050084590911865e-01 2.503280639648437500e-01 2.463110238313674927e-01 2.422617375850677490e-01 2.386141270399093628e-01 2.350319474935531616e-01 2.314161360263824463e-01 2.278921902179718018e-01 2.246494591236114502e-01 2.213748097419738770e-01 2.181550562381744385e-01 2.151510715484619141e-01 2.121807634830474854e-01 2.093685269355773926e-01 2.065450549125671387e-01 2.038286924362182617e-01 2.011040747165679932e-01 1.986364722251892090e-01 1.961272358894348145e-01 1.935668289661407471e-01 1.912109255790710449e-01 1.887257695198059082e-01 1.864200532436370850e-01 1.842631101608276367e-01 1.821078956127166748e-01 1.800293326377868652e-01 1.778185665607452393e-01 1.759893596172332764e-01 1.739232242107391357e-01 1.720955669879913330e-01 1.700841188430786133e-01 1.681818962097167969e-01 1.664342582225799561e-01 1.646495163440704346e-01 1.629967987537384033e-01 1.611740291118621826e-01 1.595811247825622559e-01 1.579770147800445557e-01 1.563018560409545898e-01 1.548637151718139648e-01 1.529721617698669434e-01 1.519176959991455078e-01 1.501961052417755127e-01 1.488592028617858887e-01 1.475074887275695801e-01 1.460442245006561279e-01 1.447081863880157471e-01 1.434188485145568848e-01 1.421684026718139648e-01 1.406772136688232422e-01 1.394643485546112061e-01 1.383081972599029541e-01 1.370286643505096436e-01 1.359187364578247070e-01 1.346515417098999023e-01 1.335978806018829346e-01 1.324338912963867188e-01 1.312750875949859619e-01 1.302560865879058838e-01 1.290235221385955811e-01 1.280224919319152832e-01 1.269367933273315430e-01 1.259264647960662842e-01 1.248750090599060059e-01 1.238180994987487793e-01 1.229843795299530029e-01 1.216915845870971680e-01 1.209752857685089111e-01 1.201385557651519775e-01 1.190544962882995605e-01 1.180882453918457031e-01 1.171026527881622314e-01 1.168124079704284668e-01
5.358267949789966567e-01 5.195128917694091797e-01 5.041141510009765625e-01 4.895505905151367188e-01 4.758505821228027344e-01 4.628341794013977051e-01 4.506744444370269775e-01 4.390590190887451172e-01 4.280331432819366455e-01 4.175081849098205566e-01 4.075965583324432373e-01 3.980460166931152344e-01 3.889202475547790527e-01 3.802302479743957520e-01 3.720877170562744141e-01 3.641271591186523438e-01 3.565072417259216309e-01 3.493948578834533691e-01 3.423457145690917969e-01 3.357242643833160400e-01 3.293035924434661865e-01 3.231125771999359131e-01 3.170759081840515137e-01 3.113796114921569824e-01 3.059368133544921875e-01 3.005486428737640381e-01 2.954288125038146973e-01 2.904821634292602539e-01 2.857021391391754150e-01 2.810402810573577881e-01 2.765573561191558838e-01 2.720578610897064209e-01 2.679836153984069824e-01 2.639334201812744141e-01 2.599323391914367676e-01 2.560220062732696533e-01 2.523534297943115234e-01 2.486949563026428223e-01 2.451250255107879639e-01 2.417849898338317871e-01 2.384312748908996582e-01 2.353033125400543213e-01 2.321417033672332764e-01 2.291175723075866699e-01 2.260585427284240723e-01 2.232784926891326904e-01 2.205071747303009033e-01 2.176342904567718506e-01 2.149823009967803955e-01 2.122166752815246582e-01 2.096062004566192627e-01 2.072154879570007324e-01 2.047974467277526855e-01 2.024563848972320557e-01 2.000034749507904053e-01 1.979154944419860840e-01 1.956272423267364502e-01 1.935816109180450439e-01 1.913515031337738037e-01 1.891917586326599121e-01 1.872117817401885986e-01 1.852339208126068115e-01 1.834080517292022705e-01 1.813834011554718018e-01 1.795746684074401855e-01 1.777444481849670410e-01 1.759006977081298828e-01 1.742891669273376465e-01 1.721407771110534668e-01 1.709744930267333984e-01 1.690247058868408203e-01 1.675343811511993408e-01 1.660256087779998779e-01 1.643865108489990234e-01 1.629032194614410400e-01 1.614363789558410645e-01 1.600460112094879150e-01 1.583589613437652588e-01 1.570025086402893066e-01 1.557075381278991699e-01 1.542875766754150391e-01 1.530535519123077393e-01 1.515807807445526123e-01 1.504314541816711426e-01 1.491385698318481445e-01 1.478299498558044434e-01 1.466840803623199463e-01 1.453027725219726562e-01 1.441586613655090332e-01 1.429574191570281982e-01 1.418119072914123535e-01 1.406638920307159424e-01 1.394690275192260742e-01 1.385049819946289062e-01 1.370952129364013672e-01 1.362856626510620117e-01 1.353178024291992188e-01 1.341345310211181641e-01 1.329925060272216797e-01 1.319487094879150391e-01 1.315774917602539062e-01
5.877852522924732481e-01 5.704824328422546387e-01 5.540553331375122070e-01 5.385132431983947754e-01 5.238667726516723633e-01 5.099258422851562500e-01 4.967808723449707031e-01 4.842510819435119629e-01 4.722733497619628906e-01 4.608607590198516846e-01 4.500870108604431152e-01 4.397198557853698730e-01 4.297493696212768555e-01 4.203003644943237305e-01 4.114134311676025391e-01 4.027233719825744629e-01 3.944003283977508545e-01 3.865808844566345215e-01 3.788759708404541016e-01 3.716222643852233887e-01 3.645535707473754883e-01 3.577540516853332520e-01 3.511235117912292480e-01 3.448752760887145996e-01 3.388840556144714355e-01 3.329603970050811768e-01 3.273290693759918213e-01 3.218460083007812500e-01 3.166173100471496582e-01 3.114938735961914062e-01 3.065502643585205078e-01 3.016280829906463623e-01 2.971221804618835449e-01 2.926147282123565674e-01 2.882415056228637695e-01 2.839581072330474854e-01 2.798756957054138184e-01 2.758410573005676270e-01 2.719303965568542480e-01 2.682587802410125732e-01 2.645283341407775879e-01 2.610953450202941895e-01 2.575974166393280029e-01 2.542697191238403320e-01 2.508789896965026855e-01 2.477906048297882080e-01 2.447619140148162842e-01 2.415890395641326904e-01 2.386465370655059814e-01 2.356025278568267822e-01 2.326942384243011475e-01 2.300730943679809570e-01 2.273997366428375244e-01 2.248001396656036377e-01 2.221107482910156250e-01 2.197670936584472656e-01 2.172593176364898682e-01 2.149953842163085938e-01 2.125509381294250488e-01 2.101381123065948486e-01 2.079256176948547363e-01 2.057574093341827393e-01 2.037652134895324707e-01 2.015433609485626221e-01 1.995191276073455811e-01 1.974653899669647217e-01 1.954552531242370605e-01 1.936751306056976318e-01 1.912697851657867432e-01 1.899957954883575439e-01 1.878149509429931641e-01 1.861780583858489990e-01 1.845092177391052246e-01 1.826984882354736328e-01 1.810683608055114746e-01 1.794218719005584717e-01 1.778930425643920898e-01 1.760130226612091064e-01 1.745127737522125244e-01 1.730861067771911621e-01 1.715252101421356201e-01 1.701654493808746338e-01 1.684909760951995850e-01 1.672476828098297119e-01 1.658268868923187256e-01 1.643715500831604004e-01 1.630974113941192627e-01 1.615724563598632812e-01 1.602835655212402344e-01 1.589694023132324219e-01 1.576874256134033203e-01 1.564461588859558105e-01 1.551149487495422363e-01 1.540207862854003906e-01 1.524953544139862061e-01 1.515914499759674072e-01 1.504912674427032471e-01 1.492142379283905029e-01 1.478942930698394775e-01 1.467998921871185303e-01 1.463454663753509521e-01
